,8-part,32-part,128-part,512-part
wb-edu,14.393364928909953,11.222222222222221,10.694915254237289,10.674311926605505
amazon-2008,3.7,3.869565217391304,4.211678832116788,3.992857142857143
vas_stokes_4M,10.13459516298633,7.2032085561497325,7.166666666666667,7.229957805907173
road_usa,9.303698896820247,8.412184057031757,8.63010033444816,8.426726920593932
nlpkkt120,7.058626465661642,6.7735191637630665,6.8006932409012135,6.253682487725041
Bump_2911,10.011834319526628,10.167364016736402,10.143763213530656,9.378542510121457
cage15,6.519027484143764,7.037078651685393,6.910382513661202,6.742616033755274
hugebubbles-00000,4.989678202792957,4.903765690376569,4.9352905931695625,4.9731983323406785
kron_g500-logn21,14.809464508094646,11.404176904176904,2.715777091604176,1.3518313803522735
