Graph Name,8-part,32-part,128-part,512-part
Bump_2911,26.257,25.732,24.32,24.273
amazon-2008,12.966,11.431,10.215,10.31
cage15,40.923,39.854,38.765,38.828
hugebubbles-00000,27.385,26.518,25.544,25.538
kron_g500-logn21,501.231,499.514,492.26,502.632
nlpkkt120,36.353,35.619,34.837,34.839
road_usa,57.461,56.452,54.912,54.963
vas_stokes_4M,53.313,52.687,51.405,51.445
wb-edu,85.289,84.346,83.194,83.476
