Graph Name,metis_time (ms),mt_time (ms),parmetis_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),jet_time (ms),Hunyuan_time (ms)
wb-edu,3290357.6003415883,10110672.425103871,2166437.3067191453,51262.438341857465,12877236.78676964,29152651.32408575,19043425.881306298,287754498.09869367
uk-2002,5812199.063075864,29833305.754985753,3996813.050580931,0,65056637.317687176,73763668.07551423,475138860.555022,645884342.0935764
