,8-part,32-part,128-part,512-part
wb-edu,14.584699453551913,21.298387096774192,19.735537190082646,19.928
amazon-2008,17.692307692307693,14.020833333333334,9.542372881355933,23.50877192982456
vas_stokes_4M,7.133064516129032,3.68562874251497,3.623678646934461,1.9130434782608696
road_usa,11.960674157303371,10.627906976744185,9.032863849765258,8.227467811158798
nlpkkt120,8.129310344827585,5.619834710743802,5.291925465838509,3.3755458515283845
Bump_2911,8.441176470588236,5.233333333333333,5.095238095238095,5.686440677966102
cage15,25.294545454545453,12.835820895522389,7.755102040816326,4.6988095238095235
hugebubbles-00000,7.9282051282051285,1.2222222222222223,1.1883530482256597,1.7014755959137344
kron_g500-logn21,0.0,0.0,0.0,0.0
