,8-part,32-part,128-part,512-part
wb-edu,32.50913520097442,33.40500885403491,25.17394054395952,18.261124550985997
amazon-2008,14.453288646837033,12.387263022271304,8.940765443862157,12.535079513564078
vas_stokes_4M,21.49714424595941,16.311117000132505,15.597415597415598,7.926975738650012
road_usa,24.401146131805156,22.23844282238443,20.86767895878525,16.698606271777003
nlpkkt120,14.999204708127884,8.454556757428819,9.263890399043166,6.284041947809121
Bump_2911,8.977166093212388,6.317907444668007,7.595835305253195,4.521563342318059
cage15,87.70646828899255,42.662257131045884,27.842227378190255,16.658225711150504
hugebubbles-00000,16.733412707002923,13.55032548823235,10.923385747741719,9.043194980694981
kron_g500-logn21,180.6248287201973,121.3781534573657,46.88776736361452,32.196336996336996
