,8-part,32-part,128-part,512-part
wb-edu,3.878289425885294,3.837602987547044,3.4699719554192887,3.619639925020707
amazon-2008,5.3076923076923075,5.176923076923077,4.3307692307692305,10.307692307692308
vas_stokes_4M,3.090334189333194,2.1504812815540766,2.994252572366927,2.305958807190399
road_usa,16.999361226445227,14.59597572660492,15.362503992334718,15.30661130629192
nlpkkt120,2.8220014364376342,2.0349533157768733,2.5496768015322,2.313263107493416
Bump_2911,3.6363636363636367,2.983845422869813,4.067152359835287,4.2508710801393725
cage15,6.592677540730351,4.890485352238156,4.321824264768603,3.740842187070543
hugebubbles-00000,10.044831394971087,8.790851796504452,8.485478526411539,9.739458124878176
kron_g500-logn21,7.626903654964123,4.9593611000586595,2.431301966920977,1.955972373915265
