Graph Name,8-part,32-part,128-part,512-part
Bump_2911,26.27,33.771,37.062,63.851
amazon-2008,27.238,24.668,25.265,41.202
cage15,49.882,58.199,59.242,110.962
hugebubbles-00000,65.742,66.091,78.308,128.473
kron_g500-logn21,547.161,526.175,522.375,580.922
nlpkkt120,36.103,44.412,56.405,84.24
road_usa,95.83,95.538,106.582,172.351
vas_stokes_4M,39.266,50.019,59.863,109.052
wb-edu,74.775,70.877,75.233,127.642
