Graph Name,metis_Edgecut,mt_Edgecut,parmetis_Edgecut,ptscotch_Edgecut,mt_KaHip_Edgecut,Kaminpar_Edgecut,jet_Edgecut
road_usa,0.19319701891840244,0.21842155551309,0.23332696350085994,0.3905981272692528,0.12669596789604434,0.13185553219950316,0.16453277278807568
europe_osm,0.0008803518259677231,0.0009610097586262184,0.0010042896249307768,0.0017174237856308876,0.0007180523273256289,0.0007042814607741784,0.000836088326338061
Geomean,0.013041524005128247,0.014488107065534737,0.015307770858636334,0.02590024158951216,0.00953804668737409,0.009636566132633693,0.011728765093910895
