Graph Name,metis_time (ms),mt_time (ms),parmetis_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),jet_time (ms),Hunyuan_time (ms)
Geomean,3696504.7012899155,20765891.14094002,62428313.20132752,19467612.978217307,9656364.084481446,22959485.950304046,269965263.3290906,388538043.45431775
