Graph Name,metis_time (ms),mt_time (ms),parmetis_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),jet_time (ms),Hunyuan_time (ms)
Geomean,6738112.911917494,46730221.71923583,70747988.51929739,5144607.476583014,45219651.75841884,51411445.46017056,384776957.5810646,135691147.2337779
