Graph Name,metis_time (ms),mt_time (ms),parmetis_time (ms),jet_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),Hunyuan_time (ms)
Geomean,744321.9542,5727490.998,5727272.99,127975263.4,298692.4439,15042178.95,1937159.358,324533940.1
