metis_time (ms),mt_time (ms),parmetis_time (ms),jet_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),Hunyuan_time (ms)
1554566.6720543073,11227358.754863814,17519315.118397087,177740002.46396452,3565350.7113572503,2598785.1931910296,12017622.657226156,110845960.5854558
1521423.6257704974,9471641.84335027,31592437.171244886,235030479.58606896,4679003.860602808,4636820.299029825,11922068.813409792,12087329.858385826
