metis_time (ms),mt_time (ms),parmetis_time (ms),jet_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),Hunyuan_time (ms)
3447111.3844777453,17600344.499429006,3414778.8035450517,19452844.755409516,0,9684677.90077815,0,199965855.02984172
5800479.881237259,23342599.910833705,6544681.45,467936827.2410403,0,22652619.109426647,0,516508677.2946098
