Graph Name,metis_time (ms),mt_time (ms),parmetis_time (ms),ptscotch_time (ms),mt_KaHip_time (ms),Kaminpar_time (ms),jet_time (ms),Hunyuan_time (ms)
road_usa,1430626.8035103376,12315113.95646607,20065585.535465926,9492674.132463055,5432350.886837602,12123660.50420168,173486724.38672438,185470014.2697366
europe_osm,1479773.878288483,12171731.591983788,31759494.712103408,17841882.725727394,6010694.889848639,11929962.48068859,235912626.02016324,135125502.14607295
